"id","date","state_name","state_code","airport","freight"
477,"2021-08-01","Maharashtra","27","Nagpur",48.0
478,"2021-08-01","Kerala","32","Kannur",0.0
479,"2021-08-01","Bihar","10","Patna",0.0
480,"2021-08-01","Maharashtra","27","Pune",0.0
481,"2021-08-01","West Bengal","19","Bagdora",0.0
482,"2021-08-01","Chandigarh","4","Chandigarh",0.0
483,"2021-08-01","Andhra Pradesh","28","Visakhapatnam",1.0
484,"2021-08-01","Madhya Pradesh","23","Indore",2.0
485,"2021-08-01","Tamil Nadu","33","Madurai",0.0
486,"2021-08-01","Gujarat","24","Surat",0.0
487,"2021-08-01","Maharashtra","27","Aurangabad",0.0
488,"2021-08-01","Bihar","10","Gaya",0.0
489,"2021-09-01","West Bengal","19","Kolkata",5027.0
490,"2021-09-01","Tamil Nadu","33","Chennai",26780.0
491,"2021-09-01","Goa","30","Goa",58.0
492,"2021-09-01","Jammu and Kashmir","1","Srinagar",0.0
493,"2021-09-01","Odisha","21","Bhubaneswar",0.0
494,"2021-09-01","Uttar Pradesh","9","Varanasi",0.0
495,"2021-09-01","Kerala","32","Calicut",977.0
496,"2021-09-01","Punjab","3","Amritsar",86.0
497,"2021-09-01","Tamil Nadu","33","Coimbatore",70.0
498,"2021-09-01","Andhra Pradesh","28","Vijayawada",0.0
499,"2021-09-01","Manipur","14","Imphal",0.0
500,"2021-09-01","Andaman and Nicobar Islands","35","Portblair",0.0
501,"2021-09-01","Tamil Nadu","33","Trichy",416.0
502,"2021-09-01","Andhra Pradesh","28","Tirupati",0.0
503,"2021-09-01","Uttar Pradesh","9","Kushinagar",0.0
504,"2021-09-01","Gujarat","24","Ahmedabad",3548.0
505,"2021-09-01","Uttar Pradesh","9","Lucknow",287.0
506,"2021-09-01","Karnataka","29","Manglore",168.0
507,"2021-09-01","Assam","18","Guwahati",0.0
508,"2021-09-01","Rajasthan","8","Jaipur",17.0
509,"2021-09-01","Kerala","32","Trivandrum",1307.0
510,"2021-09-01","Delhi","7","Delhi",50332.0
511,"2021-09-01","Maharashtra","27","Mumbai",46010.0
512,"2021-09-01","Karnataka","29","Bangalore",24440.0
513,"2021-09-01","Telangana","36","Hyderabad",6304.0
514,"2021-09-01","Kerala","32","Cochin",3911.0
515,"2021-09-01","Maharashtra","27","Nagpur",32.0
516,"2021-09-01","Kerala","32","Kannur",0.0
517,"2021-09-01","Bihar","10","Patna",0.0
518,"2021-09-01","Maharashtra","27","Pune",0.0
519,"2021-09-01","West Bengal","19","Bagdora",0.0
520,"2021-09-01","Chandigarh","4","Chandigarh",0.0
521,"2021-09-01","Andhra Pradesh","28","Visakhapatnam",1.0
522,"2021-09-01","Madhya Pradesh","23","Indore",10.0
523,"2021-09-01","Tamil Nadu","33","Madurai",5.0
524,"2021-09-01","Gujarat","24","Surat",0.0
525,"2021-09-01","Maharashtra","27","Aurangabad",0.0
526,"2021-09-01","Bihar","10","Gaya",0.0
527,"2021-10-01","West Bengal","19","Kolkata",5460.0
528,"2021-10-01","Tamil Nadu","33","Chennai",25604.0
529,"2021-10-01","Goa","30","Goa",112.0
530,"2021-10-01","Jammu and Kashmir","1","Srinagar",0.0
531,"2021-10-01","Odisha","21","Bhubaneswar",0.0
532,"2021-10-01","Uttar Pradesh","9","Varanasi",0.0
533,"2021-10-01","Kerala","32","Calicut",1507.0
534,"2021-10-01","Punjab","3","Amritsar",82.0
535,"2021-10-01","Tamil Nadu","33","Coimbatore",89.0
536,"2021-10-01","Andhra Pradesh","28","Vijayawada",0.0
537,"2021-10-01","Manipur","14","Imphal",0.0
538,"2021-10-01","Andaman and Nicobar Islands","35","Portblair",0.0
539,"2021-10-01","Tamil Nadu","33","Trichy",433.0
540,"2021-10-01","Andhra Pradesh","28","Tirupati",0.0
541,"2021-10-01","Uttar Pradesh","9","Kushinagar",0.0
542,"2021-10-01","Gujarat","24","Ahmedabad",4375.0
543,"2021-10-01","Uttar Pradesh","9","Lucknow",288.0
544,"2021-10-01","Karnataka","29","Manglore",94.0
545,"2021-10-01","Assam","18","Guwahati",0.0
546,"2021-10-01","Rajasthan","8","Jaipur",16.0
547,"2021-10-01","Kerala","32","Trivandrum",1348.0
548,"2021-10-01","Delhi","7","Delhi",57295.0
549,"2021-10-01","Maharashtra","27","Mumbai",50638.0
550,"2021-10-01","Karnataka","29","Bangalore",25657.0
551,"2021-10-01","Telangana","36","Hyderabad",6646.0
552,"2021-10-01","Kerala","32","Cochin",4016.0
553,"2021-10-01","Maharashtra","27","Nagpur",66.0
554,"2021-10-01","Kerala","32","Kannur",99.0
555,"2021-10-01","Bihar","10","Patna",0.0
556,"2021-10-01","Maharashtra","27","Pune",0.0
557,"2021-10-01","West Bengal","19","Bagdora",0.0
558,"2021-10-01","Chandigarh","4","Chandigarh",0.0
559,"2021-10-01","Andhra Pradesh","28","Visakhapatnam",0.0
560,"2021-10-01","Madhya Pradesh","23","Indore",5.0
561,"2021-10-01","Tamil Nadu","33","Madurai",22.0
562,"2021-10-01","Gujarat","24","Surat",0.0
563,"2021-10-01","Maharashtra","27","Aurangabad",0.0
564,"2021-10-01","Bihar","10","Gaya",0.0
565,"2021-11-01","West Bengal","19","Kolkata",4984.0
566,"2021-11-01","Tamil Nadu","33","Chennai",21439.0
567,"2021-11-01","Goa","30","Goa",76.0
568,"2021-11-01","Jammu and Kashmir","1","Srinagar",0.0
569,"2021-11-01","Odisha","21","Bhubaneswar",0.0
570,"2021-11-01","Uttar Pradesh","9","Varanasi",16.0
571,"2021-11-01","Kerala","32","Calicut",1287.0
572,"2021-11-01","Punjab","3","Amritsar",85.0
573,"2021-11-01","Tamil Nadu","33","Coimbatore",48.0
574,"2021-11-01","Andhra Pradesh","28","Vijayawada",0.0
575,"2021-11-01","Manipur","14","Imphal",0.0
576,"2021-11-01","Andaman and Nicobar Islands","35","Portblair",0.0
577,"2021-11-01","Tamil Nadu","33","Trichy",548.0
578,"2021-11-01","Andhra Pradesh","28","Tirupati",0.0
579,"2021-11-01","Uttar Pradesh","9","Kushinagar",0.0
580,"2021-11-01","Gujarat","24","Ahmedabad",3996.0
581,"2021-11-01","Uttar Pradesh","9","Lucknow",310.0
582,"2021-11-01","Karnataka","29","Manglore",86.0
583,"2021-11-01","Assam","18","Guwahati",0.0
584,"2021-11-01","Rajasthan","8","Jaipur",16.0
585,"2021-11-01","Kerala","32","Trivandrum",1070.0
586,"2021-11-01","Delhi","7","Delhi",48147.0
587,"2021-11-01","Maharashtra","27","Mumbai",44386.0
588,"2021-11-01","Karnataka","29","Bangalore",22590.0
589,"2021-11-01","Telangana","36","Hyderabad",6351.0
590,"2021-11-01","Kerala","32","Cochin",3408.0
591,"2021-11-01","Maharashtra","27","Nagpur",89.0
592,"2021-11-01","Kerala","32","Kannur",231.0
593,"2021-11-01","Bihar","10","Patna",0.0
594,"2021-11-01","Maharashtra","27","Pune",0.0
595,"2021-11-01","West Bengal","19","Bagdora",0.0
596,"2021-11-01","Chandigarh","4","Chandigarh",0.0
597,"2021-11-01","Andhra Pradesh","28","Visakhapatnam",0.0
598,"2021-11-01","Madhya Pradesh","23","Indore",9.0
599,"2021-11-01","Tamil Nadu","33","Madurai",25.0
600,"2021-11-01","Gujarat","24","Surat",0.0
601,"2021-11-01","Maharashtra","27","Aurangabad",0.0
602,"2021-11-01","Bihar","10","Gaya",0.0
603,"2021-12-01","West Bengal","19","Kolkata",4169.0
604,"2021-12-01","Tamil Nadu","33","Chennai",22618.0
605,"2021-12-01","Goa","30","Goa",80.0
606,"2021-12-01","Jammu and Kashmir","1","Srinagar",0.0
607,"2021-12-01","Odisha","21","Bhubaneswar",0.0
608,"2021-12-01","Uttar Pradesh","9","Varanasi",67.0
609,"2021-12-01","Kerala","32","Calicut",629.0
610,"2021-12-01","Punjab","3","Amritsar",70.0
611,"2021-12-01","Tamil Nadu","33","Coimbatore",55.0
612,"2021-12-01","Andhra Pradesh","28","Vijayawada",0.0
613,"2021-12-01","Manipur","14","Imphal",0.0
614,"2021-12-01","Andaman and Nicobar Islands","35","Portblair",0.0
615,"2021-12-01","Tamil Nadu","33","Trichy",574.0
616,"2021-12-01","Andhra Pradesh","28","Tirupati",0.0
617,"2021-12-01","Uttar Pradesh","9","Kushinagar",0.0
618,"2021-12-01","Gujarat","24","Ahmedabad",4209.0
619,"2021-12-01","Uttar Pradesh","9","Lucknow",302.0
620,"2021-12-01","Karnataka","29","Manglore",90.0
621,"2021-12-01","Assam","18","Guwahati",0.0
622,"2021-12-01","Rajasthan","8","Jaipur",23.0
623,"2021-12-01","Kerala","32","Trivandrum",1042.0
624,"2021-12-01","Delhi","7","Delhi",51508.0
625,"2021-12-01","Maharashtra","27","Mumbai",47917.0
626,"2021-12-01","Karnataka","29","Bangalore",22336.0
627,"2021-12-01","Telangana","36","Hyderabad",6691.0
628,"2021-12-01","Kerala","32","Cochin",3653.0
629,"2021-12-01","Maharashtra","27","Nagpur",34.0
630,"2021-12-01","Kerala","32","Kannur",164.0
631,"2021-12-01","Bihar","10","Patna",0.0
632,"2021-12-01","Maharashtra","27","Pune",0.0
633,"2021-12-01","West Bengal","19","Bagdora",0.0
634,"2021-12-01","Chandigarh","4","Chandigarh",0.0
635,"2021-12-01","Andhra Pradesh","28","Visakhapatnam",0.0
636,"2021-12-01","Madhya Pradesh","23","Indore",8.0
637,"2021-12-01","Tamil Nadu","33","Madurai",18.0
638,"2021-12-01","Gujarat","24","Surat",0.0
639,"2021-12-01","Maharashtra","27","Aurangabad",0.0
640,"2021-12-01","Bihar","10","Gaya",0.0
641,"2020-01-01","Tamil Nadu","33","Chennai",23143.0
642,"2020-01-01","West Bengal","19","Kolkata",4673.0
643,"2020-01-01","Gujarat","24","Ahmedabad",3097.0
644,"2020-01-01","Goa","30","Goa",104.0
645,"2020-01-01","Assam","18","Guwahati",7.0
646,"2020-01-01","Uttar Pradesh","9","Lucknow",226.0
647,"2020-01-01","Rajasthan","8","Jaipur",248.0
648,"2020-01-01","Kerala","32","Trivandrum",1801.0
649,"2020-01-01","Odisha","21","Bhubaneswar",0.0
650,"2020-01-01","Kerala","32","Calicut",1694.0
651,"2020-01-01","Tamil Nadu","33","Coimbatore",178.0
652,"2020-01-01","Uttar Pradesh","9","Varanasi",0.0
653,"2020-01-01","Jammu and Kashmir","1","Srinagar",0.0
654,"2020-01-01","Punjab","3","Amritsar",73.0
655,"2020-01-01","Karnataka","29","Mangalore",148.0
656,"2020-01-01","Andaman and Nicobar Islands","35","Portblair",0.0
657,"2020-01-01","Tamil Nadu","33","Trichy",601.0
658,"2020-01-01","Manipur","14","Imphal",0.0
659,"2020-01-01","Andhra Pradesh","28","Vijayawada",0.0
660,"2020-01-01","Andhra Pradesh","28","Tirupati",0.0
661,"2020-01-01","Delhi","7","Delhi",50326.0
662,"2020-01-01","Maharashtra","27","Mumbai",51828.0
663,"2020-01-01","Karnataka","29","Bangalore",18363.0
664,"2020-01-01","Telangana","36","Hyderabad",6497.0
665,"2020-01-01","Kerala","32","Cochin",5042.0
666,"2020-01-01","Maharashtra","27","Nagpur",83.0
667,"2020-01-01","Kerala","32","Kannur",0.0
668,"2020-01-01","Maharashtra","27","Pune",39.0
669,"2020-01-01","Bihar","10","Patna",0.0
670,"2020-01-01","West Bengal","19","Bagdogra",0.0
671,"2020-01-01","Andhra Pradesh","28","Visakhapatnam",37.0
672,"2020-01-01","Chandigarh","4","Chandigarh",0.0
673,"2020-01-01","Tamil Nadu","33","Madurai",126.0
674,"2020-01-01","Gujarat","24","Surat",0.0
675,"2020-01-01","Maharashtra","27","Aurangabad",0.0
676,"2020-01-01","Bihar","10","Gaya",0.0
677,"2020-01-01","Madhya Pradesh","23","Indore",0.0
678,"2020-02-01","Tamil Nadu","33","Chennai",20749.0
679,"2020-02-01","West Bengal","19","Kolkata",3936.0
680,"2020-02-01","Gujarat","24","Ahmedabad",3327.0
681,"2020-02-01","Goa","30","Goa",55.0
682,"2020-02-01","Assam","18","Guwahati",0.0
683,"2020-02-01","Uttar Pradesh","9","Lucknow",205.0
684,"2020-02-01","Rajasthan","8","Jaipur",196.0
685,"2020-02-01","Kerala","32","Trivandrum",1620.0
686,"2020-02-01","Odisha","21","Bhubaneswar",6.0
687,"2020-02-01","Kerala","32","Calicut",2370.0
688,"2020-02-01","Tamil Nadu","33","Coimbatore",233.0
689,"2020-02-01","Uttar Pradesh","9","Varanasi",0.0
690,"2020-02-01","Jammu and Kashmir","1","Srinagar",0.0
691,"2020-02-01","Punjab","3","Amritsar",83.0
692,"2020-02-01","Karnataka","29","Mangalore",316.0
693,"2020-02-01","Andaman and Nicobar Islands","35","Portblair",0.0
694,"2020-02-01","Tamil Nadu","33","Trichy",777.0
695,"2020-02-01","Manipur","14","Imphal",0.0
696,"2020-02-01","Andhra Pradesh","28","Vijayawada",0.0
697,"2020-02-01","Andhra Pradesh","28","Tirupati",0.0
698,"2020-02-01","Delhi","7","Delhi",47331.0
699,"2020-02-01","Maharashtra","27","Mumbai",49453.0
700,"2020-02-01","Karnataka","29","Bangalore",19063.0
701,"2020-02-01","Telangana","36","Hyderabad",6897.0
702,"2020-02-01","Kerala","32","Cochin",4622.0
703,"2020-02-01","Maharashtra","27","Nagpur",30.0
704,"2020-02-01","Kerala","32","Kannur",0.0
705,"2020-02-01","Maharashtra","27","Pune",57.0
706,"2020-02-01","Bihar","10","Patna",0.0
707,"2020-02-01","West Bengal","19","Bagdogra",0.0
708,"2020-02-01","Andhra Pradesh","28","Visakhapatnam",32.0
709,"2020-02-01","Chandigarh","4","Chandigarh",0.0
710,"2020-02-01","Tamil Nadu","33","Madurai",150.0
711,"2020-02-01","Gujarat","24","Surat",0.0
712,"2020-02-01","Maharashtra","27","Aurangabad",0.0
713,"2020-02-01","Bihar","10","Gaya",0.0
714,"2020-02-01","Madhya Pradesh","23","Indore",25.0
715,"2020-03-01","Tamil Nadu","33","Chennai",28699.0
716,"2020-03-01","West Bengal","19","Kolkata",5516.0
717,"2020-03-01","Gujarat","24","Ahmedabad",3782.0
718,"2020-03-01","Goa","30","Goa",132.0
719,"2020-03-01","Assam","18","Guwahati",0.0
720,"2020-03-01","Uttar Pradesh","9","Lucknow",0.0
721,"2020-03-01","Rajasthan","8","Jaipur",1211.0
722,"2020-03-01","Kerala","32","Trivandrum",2289.0
723,"2020-03-01","Odisha","21","Bhubaneswar",0.0
724,"2020-03-01","Kerala","32","Calicut",2113.0
725,"2020-03-01","Tamil Nadu","33","Coimbatore",277.0
726,"2020-03-01","Uttar Pradesh","9","Varanasi",0.0
727,"2020-03-01","Jammu and Kashmir","1","Srinagar",0.0
728,"2020-03-01","Punjab","3","Amritsar",0.0
729,"2020-03-01","Karnataka","29","Mangalore",226.0
730,"2020-03-01","Andaman and Nicobar Islands","35","Portblair",0.0
731,"2020-03-01","Tamil Nadu","33","Trichy",720.0
732,"2020-03-01","Manipur","14","Imphal",0.0
733,"2020-03-01","Andhra Pradesh","28","Vijayawada",0.0
734,"2020-03-01","Andhra Pradesh","28","Tirupati",0.0
735,"2020-03-01","Delhi","7","Delhi",55226.0
736,"2020-03-01","Maharashtra","27","Mumbai",60233.0
737,"2020-03-01","Karnataka","29","Bangalore",21568.0
738,"2020-03-01","Telangana","36","Hyderabad",7766.0
739,"2020-03-01","Kerala","32","Cochin",5162.0
740,"2020-03-01","Maharashtra","27","Nagpur",58.0
741,"2020-03-01","Kerala","32","Kannur",0.0
742,"2020-03-01","Maharashtra","27","Pune",9.0
743,"2020-03-01","Bihar","10","Patna",0.0
744,"2020-03-01","West Bengal","19","Bagdogra",0.0
745,"2020-03-01","Andhra Pradesh","28","Visakhapatnam",52.0
746,"2020-03-01","Chandigarh","4","Chandigarh",0.0
747,"2020-03-01","Tamil Nadu","33","Madurai",198.0
748,"2020-03-01","Gujarat","24","Surat",0.0
749,"2020-03-01","Maharashtra","27","Aurangabad",0.0
750,"2020-03-01","Bihar","10","Gaya",0.0
751,"2020-03-01","Madhya Pradesh","23","Indore",0.0
752,"2020-04-01","Tamil Nadu","33","Chennai",24754.0
753,"2020-04-01","West Bengal","19","Kolkata",5153.0
754,"2020-04-01","Gujarat","24","Ahmedabad",4192.0
755,"2020-04-01","Goa","30","Goa",159.0
756,"2020-04-01","Assam","18","Guwahati",0.0
757,"2020-04-01","Uttar Pradesh","9","Lucknow",368.0
758,"2020-04-01","Rajasthan","8","Jaipur",240.0
759,"2020-04-01","Kerala","32","Trivandrum",2066.0
760,"2020-04-01","Odisha","21","Bhubaneswar",0.0
761,"2020-04-01","Kerala","32","Calicut",2340.0
762,"2020-04-01","Tamil Nadu","33","Coimbatore",215.0
763,"2020-04-01","Uttar Pradesh","9","Varanasi",2.0
764,"2020-04-01","Jammu and Kashmir","1","Srinagar",0.0
765,"2020-04-01","Punjab","3","Amritsar",201.0
766,"2020-04-01","Karnataka","29","Mangalore",250.0
767,"2020-04-01","Andaman and Nicobar Islands","35","Portblair",0.0
768,"2020-04-01","Tamil Nadu","33","Trichy",672.0
769,"2020-04-01","Manipur","14","Imphal",0.0
770,"2020-04-01","Andhra Pradesh","28","Vijayawada",0.0
771,"2020-04-01","Andhra Pradesh","28","Tirupati",0.0
772,"2020-04-01","Delhi","7","Delhi",52204.0
773,"2020-04-01","Maharashtra","27","Mumbai",48712.0
774,"2020-04-01","Karnataka","29","Bangalore",19610.0
775,"2020-04-01","Telangana","36","Hyderabad",7193.0
776,"2020-04-01","Kerala","32","Cochin",5001.0
777,"2020-04-01","Maharashtra","27","Nagpur",79.0
778,"2020-04-01","Kerala","32","Kannur",0.0
779,"2020-04-01","Maharashtra","27","Pune",3.0
780,"2020-04-01","Bihar","10","Patna",0.0
781,"2020-04-01","West Bengal","19","Bagdogra",0.0
782,"2020-04-01","Andhra Pradesh","28","Visakhapatnam",42.0
783,"2020-04-01","Chandigarh","4","Chandigarh",0.0
784,"2020-04-01","Tamil Nadu","33","Madurai",160.0
785,"2020-04-01","Gujarat","24","Surat",0.0
786,"2020-04-01","Maharashtra","27","Aurangabad",0.0
787,"2020-04-01","Bihar","10","Gaya",0.0
788,"2020-04-01","Madhya Pradesh","23","Indore",29.0
789,"2020-05-01","Tamil Nadu","33","Chennai",24168.0
790,"2020-05-01","West Bengal","19","Kolkata",4969.0
791,"2020-05-01","Gujarat","24","Ahmedabad",4045.0
792,"2020-05-01","Goa","30","Goa",138.0
793,"2020-05-01","Assam","18","Guwahati",0.0
794,"2020-05-01","Uttar Pradesh","9","Lucknow",383.0
795,"2020-05-01","Rajasthan","8","Jaipur",198.0
796,"2020-05-01","Kerala","32","Trivandrum",1915.0
797,"2020-05-01","Odisha","21","Bhubaneswar",0.0
798,"2020-05-01","Kerala","32","Calicut",2343.0
799,"2020-05-01","Tamil Nadu","33","Coimbatore",259.0
800,"2020-05-01","Uttar Pradesh","9","Varanasi",3.0
801,"2020-05-01","Jammu and Kashmir","1","Srinagar",0.0
802,"2020-05-01","Punjab","3","Amritsar",146.0
803,"2020-05-01","Karnataka","29","Mangalore",217.0
804,"2020-05-01","Andaman and Nicobar Islands","35","Portblair",0.0
805,"2020-05-01","Tamil Nadu","33","Trichy",670.0
806,"2020-05-01","Manipur","14","Imphal",0.0
807,"2020-05-01","Andhra Pradesh","28","Vijayawada",0.0
808,"2020-05-01","Andhra Pradesh","28","Tirupati",0.0
809,"2020-05-01","Delhi","7","Delhi",53305.0
810,"2020-05-01","Maharashtra","27","Mumbai",55028.0
811,"2020-05-01","Karnataka","29","Bangalore",19968.0
812,"2020-05-01","Telangana","36","Hyderabad",7772.0
813,"2020-05-01","Kerala","32","Cochin",5501.0
814,"2020-05-01","Maharashtra","27","Nagpur",31.0
815,"2020-05-01","Kerala","32","Kannur",0.0
816,"2020-05-01","Maharashtra","27","Pune",2.0
817,"2020-05-01","Bihar","10","Patna",0.0
818,"2020-05-01","West Bengal","19","Bagdogra",0.0
819,"2020-05-01","Andhra Pradesh","28","Visakhapatnam",20.0
820,"2020-05-01","Chandigarh","4","Chandigarh",0.0
821,"2020-05-01","Tamil Nadu","33","Madurai",119.0
822,"2020-05-01","Gujarat","24","Surat",0.0
823,"2020-05-01","Maharashtra","27","Aurangabad",0.0
824,"2020-05-01","Bihar","10","Gaya",0.0
825,"2020-05-01","Madhya Pradesh","23","Indore",171.0
826,"2020-06-01","Tamil Nadu","33","Chennai",12910.0
827,"2020-06-01","West Bengal","19","Kolkata",2468.0
828,"2020-06-01","Gujarat","24","Ahmedabad",637.0
829,"2020-06-01","Goa","30","Goa",1.0
830,"2020-06-01","Assam","18","Guwahati",0.0
831,"2020-06-01","Uttar Pradesh","9","Lucknow",71.0
832,"2020-06-01","Rajasthan","8","Jaipur",0.0
833,"2020-06-01","Kerala","32","Trivandrum",1372.0
834,"2020-06-01","Odisha","21","Bhubaneswar",0.0
835,"2020-06-01","Kerala","32","Calicut",954.0
836,"2020-06-01","Tamil Nadu","33","Coimbatore",75.0
837,"2020-06-01","Uttar Pradesh","9","Varanasi",0.0
838,"2020-06-01","Jammu and Kashmir","1","Srinagar",0.0
839,"2020-06-01","Punjab","3","Amritsar",0.0
840,"2020-06-01","Karnataka","29","Mangalore",68.0
841,"2020-06-01","Andaman and Nicobar Islands","35","Portblair",0.0
842,"2020-06-01","Tamil Nadu","33","Trichy",200.0
843,"2020-06-01","Manipur","14","Imphal",0.0
844,"2020-06-01","Andhra Pradesh","28","Vijayawada",0.0
845,"2020-06-01","Andhra Pradesh","28","Tirupati",0.0
846,"2020-06-01","Delhi","7","Delhi",32614.0
847,"2020-06-01","Maharashtra","27","Mumbai",31618.0
848,"2020-06-01","Karnataka","29","Bangalore",16236.0
849,"2020-06-01","Telangana","36","Hyderabad",4798.0
850,"2020-06-01","Kerala","32","Cochin",3039.0
851,"2020-06-01","Maharashtra","27","Nagpur",0.0
852,"2020-06-01","Kerala","32","Kannur",0.0
853,"2020-06-01","Maharashtra","27","Pune",0.0
854,"2020-06-01","Bihar","10","Patna",0.0
855,"2020-06-01","West Bengal","19","Bagdogra",0.0
856,"2020-06-01","Andhra Pradesh","28","Visakhapatnam",0.0
857,"2020-06-01","Chandigarh","4","Chandigarh",0.0
858,"2020-06-01","Tamil Nadu","33","Madurai",1.0
859,"2020-06-01","Gujarat","24","Surat",0.0
860,"2020-06-01","Maharashtra","27","Aurangabad",0.0
861,"2020-06-01","Bihar","10","Gaya",0.0
862,"2020-06-01","Madhya Pradesh","23","Indore",5.0
863,"2020-07-01","Tamil Nadu","33","Chennai",15811.0
864,"2020-07-01","West Bengal","19","Kolkata",3276.0
865,"2020-07-01","Gujarat","24","Ahmedabad",4418.0
866,"2020-07-01","Goa","30","Goa",0.0
867,"2020-07-01","Assam","18","Guwahati",0.0
868,"2020-07-01","Uttar Pradesh","9","Lucknow",102.0
869,"2020-07-01","Rajasthan","8","Jaipur",0.0
870,"2020-07-01","Kerala","32","Trivandrum",1684.0
871,"2020-07-01","Odisha","21","Bhubaneswar",18.0
872,"2020-07-01","Kerala","32","Calicut",864.0
873,"2020-07-01","Tamil Nadu","33","Coimbatore",111.0
874,"2020-07-01","Uttar Pradesh","9","Varanasi",0.0
875,"2020-07-01","Jammu and Kashmir","1","Srinagar",0.0
876,"2020-07-01","Punjab","3","Amritsar",26.0
877,"2020-07-01","Karnataka","29","Mangalore",65.0
878,"2020-07-01","Andaman and Nicobar Islands","35","Portblair",0.0
879,"2020-07-01","Tamil Nadu","33","Trichy",136.0
880,"2020-07-01","Manipur","14","Imphal",0.0
881,"2020-07-01","Andhra Pradesh","28","Vijayawada",0.0
882,"2020-07-01","Andhra Pradesh","28","Tirupati",0.0
883,"2020-07-01","Delhi","7","Delhi",39752.0
884,"2020-07-01","Maharashtra","27","Mumbai",32295.0
885,"2020-07-01","Karnataka","29","Bangalore",16303.0
886,"2020-07-01","Telangana","36","Hyderabad",5078.0
887,"2020-07-01","Kerala","32","Cochin",3200.0
888,"2020-07-01","Maharashtra","27","Nagpur",0.0
889,"2020-07-01","Kerala","32","Kannur",0.0
890,"2020-07-01","Maharashtra","27","Pune",0.0
891,"2020-07-01","Bihar","10","Patna",0.0
892,"2020-07-01","West Bengal","19","Bagdogra",0.0
893,"2020-07-01","Andhra Pradesh","28","Visakhapatnam",0.0
894,"2020-07-01","Chandigarh","4","Chandigarh",0.0
895,"2020-07-01","Tamil Nadu","33","Madurai",4.0
896,"2020-07-01","Gujarat","24","Surat",0.0
897,"2020-07-01","Maharashtra","27","Aurangabad",0.0
898,"2020-07-01","Bihar","10","Gaya",0.0
899,"2020-07-01","Madhya Pradesh","23","Indore",4.0
900,"2020-08-01","Tamil Nadu","33","Chennai",18959.0
901,"2020-08-01","West Bengal","19","Kolkata",2894.0
902,"2020-08-01","Gujarat","24","Ahmedabad",941.0
903,"2020-08-01","Goa","30","Goa",8.0
904,"2020-08-01","Assam","18","Guwahati",0.0
905,"2020-08-01","Uttar Pradesh","9","Lucknow",109.0
906,"2020-08-01","Rajasthan","8","Jaipur",44.0
907,"2020-08-01","Kerala","32","Trivandrum",2023.0
908,"2020-08-01","Odisha","21","Bhubaneswar",0.0
909,"2020-08-01","Kerala","32","Calicut",1238.0
910,"2020-08-01","Tamil Nadu","33","Coimbatore",104.0
911,"2020-08-01","Uttar Pradesh","9","Varanasi",0.0
912,"2020-08-01","Jammu and Kashmir","1","Srinagar",0.0
913,"2020-08-01","Punjab","3","Amritsar",16.0
914,"2020-08-01","Karnataka","29","Mangalore",109.0
915,"2020-08-01","Andaman and Nicobar Islands","35","Portblair",0.0
916,"2020-08-01","Tamil Nadu","33","Trichy",168.0
917,"2020-08-01","Manipur","14","Imphal",0.0
918,"2020-08-01","Andhra Pradesh","28","Vijayawada",0.0
919,"2020-08-01","Andhra Pradesh","28","Tirupati",0.0
920,"2020-08-01","Delhi","7","Delhi",42530.0
921,"2020-08-01","Maharashtra","27","Mumbai",33084.0
922,"2020-08-01","Karnataka","29","Bangalore",17139.0
923,"2020-08-01","Telangana","36","Hyderabad",5277.0
924,"2020-08-01","Kerala","32","Cochin",3824.0
925,"2020-08-01","Maharashtra","27","Nagpur",0.0
926,"2020-08-01","Kerala","32","Kannur",0.0
927,"2020-08-01","Maharashtra","27","Pune",0.0
928,"2020-08-01","Bihar","10","Patna",0.0
929,"2020-08-01","West Bengal","19","Bagdogra",0.0
930,"2020-08-01","Andhra Pradesh","28","Visakhapatnam",1.0
931,"2020-08-01","Chandigarh","4","Chandigarh",0.0
932,"2020-08-01","Tamil Nadu","33","Madurai",0.0
933,"2020-08-01","Gujarat","24","Surat",0.0
934,"2020-08-01","Maharashtra","27","Aurangabad",0.0
935,"2020-08-01","Bihar","10","Gaya",0.0
936,"2020-08-01","Madhya Pradesh","23","Indore",4.0
937,"2020-09-01","Tamil Nadu","33","Chennai",21862.0
938,"2020-09-01","West Bengal","19","Kolkata",3481.0
939,"2020-09-01","Gujarat","24","Ahmedabad",980.0
940,"2020-09-01","Goa","30","Goa",2.0
941,"2020-09-01","Assam","18","Guwahati",0.0
942,"2020-09-01","Uttar Pradesh","9","Lucknow",86.0
943,"2020-09-01","Rajasthan","8","Jaipur",49.0
944,"2020-09-01","Kerala","32","Trivandrum",1381.0
945,"2020-09-01","Odisha","21","Bhubaneswar",0.0
946,"2020-09-01","Kerala","32","Calicut",937.0
947,"2020-09-01","Tamil Nadu","33","Coimbatore",17.0
948,"2020-09-01","Uttar Pradesh","9","Varanasi",0.0
949,"2020-09-01","Jammu and Kashmir","1","Srinagar",0.0
950,"2020-09-01","Punjab","3","Amritsar",25.0
951,"2020-09-01","Karnataka","29","Mangalore",60.0
952,"2020-09-01","Andaman and Nicobar Islands","35","Portblair",0.0
953,"2020-09-01","Tamil Nadu","33","Trichy",263.0
954,"2020-09-01","Manipur","14","Imphal",0.0
